id,name,country,state,city,location,zip_code,website,phone,status,approved_by,user_id,logo_url
6532,Z Tel Communications,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6533,Zurich Financial Servies,United States,New York,New York,105 East 17th Street,10003,www.zurich.com,9175344500,approved,admin-krupa,admin-krupa,Zurich American Insurance Company.svg
6534,Zycus Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6535,Zygo Teraoptix,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6536,Zzyzx Peripherals Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6537,Phoenix,United States,Arizona,Phoenix,1601 N 7th St,85006,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6538,Bankers Systems Inc,United States,Minnesota,School Village,6815 Saukview Drive,56303,www.bankerssystems.com,NULL,approved,admin-krupa,admin-krupa,NULL
6539,Simacor,United States,Minnesota,Plymouth ,55 West Office Center 10700 Hwy 55,55441,www.simacor.com,NULL,approved,admin-krupa,admin-krupa,NULL
6540,Sacramento Municipal Utility District,United States,California,Sacramento,6201 S Street,95817,www.smud.org,,approved,admin-krupa,admin-krupa,NULL
6541,Newport Beach,United States,California,Newport Beach,23 Corporate Plz,92660,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6542,San Francisco Systems Inc,United States,Maine,Rockland ,PO Box 171,4841,www.sfsys.com,NULL,approved,admin-krupa,admin-krupa,NULL
6543,Colorado Department of Transportation,United States,Colorado,Denver,4201 E. Arkansas Avenue,80222,www.dot.state.co.us,NULL,approved,admin-krupa,admin-krupa,NULL
6544,Florida Ft Lauderdale,United States,Florida,Hortense ,501 Golden Isles Dr,33009,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6545,Florida Jacksonville,United States,Florida,Jacksonville ,9428 Baymeadows Road,32256,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6546,lawyers.com,United States,New Jersey,New Providence,121 Chanlon Road,7974,www..lawyers.com,,approved,admin-krupa,admin-krupa,NULL
6547,Kansas,United States,Kansas,Overland Park ,8575 West 110th Street,66210,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6548,The North Carolina Department of Public Instruction,United States,North Carolina,Raleigh,301 North Wilmington Street,27601,www.dpi.state.nc.us,,approved,admin-krupa,admin-krupa,NULL
6549,City of Raleigh,United States,North Carolina,Raleigh,222 W. Hargett Street,27601,www.raleigh-nc.org,,approved,admin-krupa,admin-krupa,NULL
6550,Jersey technologies Inc,United States,Alabama,Addison,707 Alexander Road,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6551,Oregon Portland,United States,Alabama,Addison,700 NE Multnomah,97232,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6552,Oregon Department of Human Services,United States,North Carolina,Salem,500 Summer St. NE,97301,www.oregon.gov/DHS,,approved,admin-krupa,admin-krupa,NULL
6553,Rush Enterprises Inc,United States,Texas,New Braunfels ,555 IH-35 South Suite 500,78130,www.rushenterprises.com,,approved,admin-krupa,admin-krupa,NULL
6554,Virginia Glea Allen,United States,Virginia,Glen Allen,4101 Cox Road,23060,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6555,Paradigm Infotech Inc,United States,Maryland,Columbia,8850 Stanford Boulevard Suite 1600,21045,www.paradigminfotech.com,NULL,approved,admin-krupa,admin-krupa,NULL
6556,Ross Inc,United States,Ohio,Columbus,625 Cleveland Avenue,43215,www.ross.com,NULL,approved,admin-krupa,admin-krupa,NULL
6557,VED Software Services Inc,United States,Michigan ,Farmington,31700 w 13 Mile Road,48334,www.vedsoft.com,,approved,admin-krupa,admin-krupa,NULL
6558,Artech Information Systems LLC,United States,New Jersey,Morristown,60B Columbia Road,7960,www.artechinfo.com,NULL,approved,admin-krupa,admin-krupa,NULL
6559,Mclean VA Office,United States,Virginia,McLean,8251 Greensboro Drive Suite 319,22102,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6560,Nexius Inc,United States,Virginia,Reston,12020 Sunrise Valley Drive Suite 100,20191,www.nexius.com,NULL,approved,admin-krupa,admin-krupa,NULL
6561,K Soft Information Technologies,United States,Michigan ,Madison Heights,27301 Dequindre Road,48071,www.Kitinc.com,NULL,approved,admin-krupa,admin-krupa,NULL
6562,ADVO Inc,United States,Connecticut,Windsor,Post Office Box 755,6095,www.advo.com,NULL,approved,admin-krupa,admin-krupa,NULL
6563,BirlaSoft Inc,United States,New Jersey,Edison,2035 Lincoln Highway,8817,www.birlasoft.com,NULL,approved,admin-krupa,admin-krupa,NULL
6564,SIRCO Associates Inc,United States,Michigan ,Troy,2701 Troy Center Drive,48084,www.sirco-associates.com,NULL,approved,admin-krupa,admin-krupa,NULL
6565,Sourcetec International,United States,Georgia,Alpharetta,292 South Main Street,30004,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6566,Primus Software Corporation,United States,Georgia,Duluth ,6470 East Johns Crossing,30097,www.primussoft.com,NULL,approved,admin-krupa,admin-krupa,NULL
6567,County of Sacramento,United States,California,Sacramento,700 H Street,95814,www.saccounty.net,NULL,approved,admin-krupa,admin-krupa,sacramento county.png
6568,Delmonte Foods,United States,Pennsylvania,Pittsburgh,375 N Shore Drive,15212,www.delmonte.com,4122222200,approved,admin-krupa,admin-krupa,NULL
6569,Sogeti USA Corporation,United States,Ohio,Dayton,7735 Paragon Road,45459,www.sogeti.com,NULL,approved,admin-krupa,admin-krupa,NULL
6570,CyberSearch Ltd,United States,Illinois,Rolling Meadows ,3315 W Algonquin Road,60008,www.cybsearch.com,NULL,approved,admin-krupa,admin-krupa,NULL
6571,Brillio,United States,California,Santa Clara,5201 Great America Parkway,95054,www.brillio.com,,approved,admin-krupa,admin-krupa,NULL
6572,Wipro Technologies,United States,California,Mountain View,1300 Crittenden Lane,94043,www.wipro.com,NULL,approved,admin-krupa,admin-krupa,NULL
6573,CSI Consulting Inc,United States,Alabama,Toronto,Suite 1820 150 York Street,M4B 1B5,www.csican.com,NULL,approved,admin-krupa,admin-krupa,NULL
6574,CSI America Inc,United States,Georgia,Langlois,5165 NW 45th Lane,32606,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6575,Digitek Software Inc,United States,Ohio,Dublin,7100 Muirfield Drive,43017,www.digiteksoftware.com,NULL,approved,admin-krupa,admin-krupa,NULL
6576,Pyramid Consulting Inc,United States,Georgia,Norcross ,5335 Triangle Parkway Suite 510,30092,www.pyramidci.com,NULL,approved,admin-krupa,admin-krupa,NULL
6577,Spire Systems Inc,United States,California,Burlingame,577 Airport Boulevard,94010,www.spireinc.com,NULL,approved,admin-krupa,admin-krupa,NULL
6578,Sterlite Software USA Inc,United States,Illinois,Oak Park ,1117 Lake Street Suite # 210 - 218,60301,www.sterliteusa.com,NULL,approved,admin-krupa,admin-krupa,NULL
6579,Apexon,United States,Michigan ,Southfield,"1 Towne Square, 6 th Floor",48076,www.Apexon.com,NULL,approved,admin-krupa,admin-krupa,NULL
6580,Magna Infotech Ltd,United States,Connecticut,Danbury,1 Padanaram Road,6811,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6581,Best Western International Inc,United States,Arizona,Phoenix,6201 N 24th Parkway,85016,www.bestwestern.com,NULL,approved,admin-krupa,admin-krupa,Best Western International Inc.avif
6582,IT Trailblazers,United States,New Jersey,New Brunswick,Box B-10 New Brunswick Technology Center,8901,www.ittblazers.com,NULL,approved,admin-krupa,admin-krupa,NULL
6583,State of Massachusetts,United States,Massachusetts,Chelsea,200 Arlington Street,2150,www.mass.gov,NULL,approved,admin-krupa,admin-krupa,NULL
6584,River Delta Consulting,United States,New Jersey,North Brunswick,4505 Birchwood Court,8902,www.riverdeltaconsulting.com,NULL,approved,admin-krupa,admin-krupa,NULL
6585,Softek Information Services Inc,United States,New Jersey,Bedminster,Bedminster One,7921,www.softekinfo.com,NULL,approved,admin-krupa,admin-krupa,NULL
6586,NASA,United States,District of Columbia,Washington,NASA Headquarters Building,20546,www.nasa.gov,NULL,approved,admin-krupa,admin-krupa,NULL
6587,Whitaker Consulting,United States,Texas,Houston ,1200 EnclAvenueParkway Suite 200,77077,www.whitakerconsulting.com,NULL,approved,admin-krupa,admin-krupa,NULL
6588,A G Edwards & Sons Inc,United States,Missouri,Ranch Camp,One North Jefferson,63103,www.agedwards.com,NULL,approved,admin-krupa,admin-krupa,NULL
6589,Bayer Crop Science,United States,Missouri,Ranch Camp,800 North Lindbergh Boulevard,63167,www.cropscience.bayer.com,,approved,admin-krupa,admin-krupa,Bayer Corporation.svg
6590,Nestle Purina North America,United States,Missouri,Ranch Camp,Checkerboard Square,63164,www.nestleusa.com,NULL,approved,admin-krupa,admin-krupa,Nestle Purina North America.svg
6591,Tech Mahindra (Americas) Inc,United States,Texas,Richardson ,2140 Lake Park Boulevard  Suite 920,75080,www.techmahindra.com,,approved,admin-krupa,admin-krupa,NULL
6592,G-Tech Professional Staffing Inc,United States,Michigan ,Dearborn,17101 Michigan Avenue,48126,www.gogtech.com,NULL,approved,admin-krupa,admin-krupa,NULL
6593,Pioneer Data Systems Inc,United States,New Jersey,Edison,379 Thornall Street,8837,www.pioneerdata.com,NULL,approved,admin-krupa,admin-krupa,NULL
6594,Standard & Poors,United States,New York,New York,55 Water Street,10041,www2.standardandpoors.com,NULL,approved,admin-krupa,admin-krupa,Standard & Poors.png
6595,Wallenius Wilhelmsen,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6596,NetApp,United States,California,San Jose,3060 Olsen Drive,95128,www.NetApp.com,NULL,approved,admin-krupa,admin-krupa,NetApp.png
6597,Plantronics Inc,United States,California,Santa Cruz,345 Encinal Street,95060,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6598,Portal Software Inc,United States,California,Cupertino,10200 South De Anza Boulevard,95014,www.portal.com,NULL,approved,admin-krupa,admin-krupa,NULL
6599,Tivo Inc,United States,California,Alviso,2160 Gold Street,95002,www.tivo.com,NULL,approved,admin-krupa,admin-krupa,NULL
6600,AMS Informatix Inc,United States,California,San Jose,3150 Almaden Expressway,95118,www.amsinformatix.com,NULL,approved,admin-krupa,admin-krupa,NULL
6601,TSR Inc,United States,New York,Hauppauge,400 Oser Ave,11788,www.tsrconsulting.com,,approved,admin-krupa,admin-krupa,NULL
6602,Securities Industry Automation Corporation (SIAC),United States,New York,Brooklyn,PO Box 24270,11202,www.siac.com,2123835985,approved,admin-krupa,admin-krupa,NULL
6603,First Boston,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6604,The New York City Board of Education,United States,New York,Brooklyn,65 Court Street ,11201,www.schools.nyc.gov,NULL,approved,admin-krupa,admin-krupa,NULL
6605,The Port Authority of New York and New Jersey,United States,New York,New York,225 Park Avenue South 18th Floor,10003,www.panynj.gov,NULL,approved,admin-krupa,admin-krupa,Port Authority.png
6606,e ASG Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6607,National Library of Medicine,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6608,Pillsbury,United States,Minnesota,Minneapolis ,P.O. Box 9452,55440,www.pillsbury.com,NULL,approved,admin-krupa,admin-krupa,NULL
6609,Sight and Sound,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6610,St Paul Companies,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6611,State of Minnesota,United States,Minnesota,St. Paul ,658 Cedar Street,55155,www.state.mn.us,,approved,admin-krupa,admin-krupa,state of minesota.png
6612,United States Fish & Wildlife,United States,District of Columbia,Washington,1849 C Street NW,20240,www.fws.gov,NULL,approved,admin-krupa,admin-krupa,NULL
6613,R Systems,United States,California,Vestavia Hills,5000 Windplay Drive,95762,www.rsys.com,NULL,approved,admin-krupa,admin-krupa,NULL
6614,American Airlines Inc,United States,Texas,Fort Worth ,4333 Amon Carter Boulevard,76155,www.aa.com,8179631234,approved,admin-krupa,admin-krupa,American airlines.png
6615,Avexus,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6616,Benefit Partners Inc,United States,Texas,Dallas ,9400 North Central Expressway,75231,www.benefit1.com,2145262377,approved,admin-krupa,admin-krupa,NULL
6617,Division of State Architect CA,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6618,Department of Justice,United States,District of Columbia,Washington,"950 Pennsylvania Avenue, NW",20530,www.usdoj.gov,,approved,admin-krupa,admin-krupa,NULL
6619,Dress Barn,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6620,First Health,United States,Illinois,Downers Grove,3200 Highland Avenue,60515,www.firsthealth.com,NULL,approved,admin-krupa,admin-krupa,NULL
6621,InstallSheild,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6622,Premas International,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6623,South Coast Air Quality Management District,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6624,SSP Solutions,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6625,Synhrgy HR Technologies,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6626,Vital Merchant Services,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6627,WiredPocket.com,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6628,Voice Stream,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6629,Henry Ford Health System,United States,Michigan ,Detroit,1 Ford Place,48202,www.henryfordhealth.org,NULL,approved,admin-krupa,admin-krupa,NULL
6630,Trelleborg Automotive,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6631,State of North Carolina,United States,North Carolina,Raleigh,325 North Salisbury Street,27603,www.ncgov.com,NULL,approved,admin-krupa,admin-krupa,State of North Carolina.jpg
6632,State of South Carolina,United States,South Carolina,Columbia ,1301 Gervais Street,29201,www.sc.gov,8663407105,approved,admin-krupa,admin-krupa,NULL
6633,State of Indiana,United States,Indiana,Indianapolis,100 North Senate Avenue Room N551,46204,www.in.gov,,approved,admin-krupa,admin-krupa,NULL
6634,State of Nebraska,United States,Alabama,Addison,Cornhusker Square 301 South 13th St Suite 300,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6635,U S Virgin Islands,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6636,South Carolina Electric & Gas,United States,South Carolina,Columbia ,1401 Main Street,29201,www.sceg.com,NULL,approved,admin-krupa,admin-krupa,NULL
6637,The Regence Group,United States,Oregon,lomira,100 Southwest Market Street,97201,www.regence.com,5032255336,approved,admin-krupa,admin-krupa,NULL
6638,CHA Health,United States,Kentucky,Lexington,PO Box 23468,40523,www.cha-health.com,8592328686,approved,admin-krupa,admin-krupa,NULL
6639,Medcor Inc,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6640,Software Art Corporation,United States,Massachusetts,Wakefield,27 Water Street,1880,www.softwareart.com,NULL,approved,admin-krupa,admin-krupa,NULL
6641,Seal Consulting Inc,United States,New Jersey,Edison,101 Fieldcrest Avenue,8837,www.sealconsult.com,NULL,approved,admin-krupa,admin-krupa,NULL
6642,DataLinx Corporation,United States,New York,Tarrytown,505 White Plains Road East,10591,www.datalinx.net,NULL,approved,admin-krupa,admin-krupa,NULL
6643,Apolis,United States,California,El Segundo,"222 N. Pacific Coast Highway
Suite 2250",90245,www.Apolisrises.com,NULL,approved,admin-krupa,admin-krupa,NULL
6644,Interra Information Technologies Inc,United States,California,San Jose,2001 Gateway Place,95110,www.InterraIT.com,NULL,approved,admin-krupa,admin-krupa,NULL
6645,Sales Logix,United States,Arizona,Scottsdale,8800 N Gainey Center Drive,85258,www.saleslogix.com,NULL,approved,admin-krupa,admin-krupa,NULL
6646,TriQuint Semicunductor Inc,United States,Oregon,Hillsboro,2300 NE Brookwood Parkway,97124,www.triquint.com,5036159000,approved,admin-krupa,admin-krupa,NULL
6647,Monier Lifetile,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6648,Janus Funds,United States,Colorado,Denver,720 S. Colorado Boulevard  Suite 290A,80246,www.janus.com,8005253713,approved,admin-krupa,admin-krupa,NULL
6649,JBL,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6650,Netpixel Inc,United States,New York,New York,370 7th Avenue,10001,www.netpixel.com,NULL,approved,admin-krupa,admin-krupa,NULL
6651,TIAA,United States,North Carolina,Charlotte,8500 Andrew Carnegie,28262,https://www.tiaa.org,8008422252,approved,admin-krupa,admin-krupa,TIAA.svg
6652,Credit Suisse Asset Management,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6653,LeBoeuf Lamb Green & MacRae LLP,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6654,Pioneer Funds,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6655,Societe Generale,United States,New York,New York,630 Fifth Avenue,10111,www.socgen.com,6465579000,approved,admin-krupa,admin-krupa,NULL
6656,NatWest Markets Securities Inc,United States,Connecticut,Stamford,600 Washington Blvd,6901,www.NatWest.us,(203) 897-2700,approved,admin-krupa,admin-krupa,Natwest.jfif
6657,Orion Insurance Group,United States,Alabama,Addison,NULL,NULL,NULL,NULL,approved,admin-krupa,admin-krupa,NULL
6658,BP America Inc,United States,Illinois,Naperville ,150 West Warrenville Road,60563,www.bp.com,6304204552,approved,admin-krupa,admin-krupa,BP.png
6659,Electronic Arts Inc,United States,California,Redwood City,209 Redwood Shores,94065,www.ea.com,6506281500,approved,admin-krupa,admin-krupa,Electronic Arts Inc.jpg
6660,JJ & Associates Inc,United States,Michigan ,Detroit,2727 Second Avenue,48201,www.jjandassoc.com,NULL,approved,admin-krupa,admin-krupa,NULL
6661,Computer Enterprises Inc,United States,Pennsylvania,Pittsburgh,Manor Oak Two Suite 230 1910 Cochran Road,15220,www.ceiamerica.com,4123413541,approved,admin-krupa,admin-krupa,NULL
